162 10449
1 7 77
1 8 79
1 10 78
1 11 10
1 13 21
1 14 19
1 16 17
1 18 75
1 19 46
1 22 21
1 23 36
1 28 8
1 29 87
1 32 65
1 33 43
1 34 27
1 36 1
1 38 49
1 39 51
1 40 77
1 42 84
1 44 97
1 46 8
1 50 54
1 51 85
1 53 90
1 54 23
1 55 80
1 56 79
1 58 41
1 61 35
1 63 27
1 66 93
1 71 59
1 73 93
1 78 6
1 80 73
1 84 89
1 85 67
1 93 64
1 95 29
1 96 93
1 97 31
1 99 70
1 100 3
1 103 13
1 105 14
1 107 77
1 109 18
1 113 40
1 114 15
1 116 33
1 118 23
1 119 69
1 121 13
1 126 57
1 132 12
1 133 6
1 135 9
1 147 87
1 149 56
1 151 71
1 152 8
1 153 26
1 155 26
1 157 42
1 159 13
1 160 28
2 1 40
2 3 93
2 4 44
2 6 63
2 8 6
2 9 33
2 13 35
2 14 95
2 16 20
2 19 45
2 21 25
2 24 23
2 25 51
2 32 31
2 33 38
2 35 6
2 36 48
2 41 62
2 42 51
2 46 92
2 48 13
2 53 49
2 54 35
2 55 5
2 57 51
2 58 48
2 59 73
2 63 13
2 64 4
2 68 71
2 69 64
2 70 59
2 73 90
2 79 72
2 80 70
2 81 55
2 83 1
2 86 82
2 87 4
2 93 38
2 100 18
2 104 38
2 105 96
2 106 27
2 108 60
2 109 82
2 110 84
2 111 28
2 112 85
2 116 46
2 119 65
2 120 20
2 123 5
2 126 5
2 130 79
2 133 27
2 134 61
2 135 17
2 136 14
2 138 44
2 140 50
2 142 53
2 143 76
2 145 14
2 147 56
2 148 8
2 151 31
2 153 25
2 157 58
2 160 19
3 1 27
3 8 30
3 14 17
3 15 80
3 19 42
3 20 6
3 21 91
3 23 84
3 29 68
3 30 18
3 31 5
3 32 57
3 33 37
3 35 44
3 36 60
3 37 11
3 38 20
3 39 64
3 42 11
3 48 34
3 50 49
3 51 76
3 52 62
3 53 15
3 57 88
3 58 48
3 59 67
3 61 2
3 74 97
3 75 48
3 77 51
3 82 84
3 83 46
3 86 97
3 88 41
3 92 14
3 96 9
3 100 93
3 101 35
3 102 78
3 106 68
3 111 80
3 113 89
3 115 51
3 120 62
3 124 19
3 125 35
3 126 37
3 129 86
3 130 10
3 132 10
3 134 13
3 135 89
3 136 8
3 138 95
3 145 84
3 153 15
3 155 61
3 157 2
3 159 26
3 160 65
3 162 43
4 3 61
4 8 3
4 10 23
4 14 74
4 16 54
4 17 67
4 19 43
4 24 31
4 27 53
4 31 35
4 32 47
4 34 13
4 36 21
4 37 96
4 41 35
4 42 85
4 43 21
4 49 48
4 50 65
4 51 60
4 52 29
4 57 21
4 64 44
4 65 60
4 69 58
4 70 97
4 72 20
4 74 3
4 77 69
4 78 42
4 80 11
4 82 5
4 85 52
4 89 74
4 91 18
4 92 8
4 93 83
4 94 7
4 98 40
4 100 3
4 101 41
4 102 28
4 104 97
4 111 76
4 112 10
4 114 50
4 115 23
4 116 24
4 119 4
4 123 46
4 124 21
4 125 54
4 126 69
4 127 57
4 128 13
4 130 60
4 131 14
4 132 98
4 137 4
4 138 36
4 140 75
4 141 51
4 142 47
4 143 89
4 145 43
4 146 69
4 147 17
4 148 14
4 149 11
4 151 46
4 154 70
4 156 24
4 157 6
4 159 19
4 162 89
5 1 56
5 2 100
5 4 26
5 7 2
5 8 95
5 9 81
5 14 78
5 16 53
5 17 25
5 19 41
5 20 85
5 21 45
5 25 80
5 26 4
5 32 22
5 33 46
5 34 82
5 35 100
5 37 66
5 38 8
5 42 34
5 48 2
5 50 85
5 51 53
5 54 52
5 57 20
5 59 85
5 61 41
5 62 8
5 66 2
5 68 39
5 70 40
5 72 17
5 73 71
5 76 18
5 79 66
5 81 74
5 83 46
5 85 2
5 91 15
5 92 15
5 93 4
5 100 45
5 101 32
5 102 89
5 104 5
5 105 47
5 109 96
5 111 19
5 112 31
5 115 25
5 118 93
5 119 23
5 123 20
5 129 10
5 135 37
5 136 83
5 140 47
5 147 73
5 149 5
5 150 22
5 158 77
5 159 25
5 160 6
5 161 49
6 2 57
6 4 40
6 7 56
6 15 55
6 16 49
6 22 14
6 24 14
6 26 50
6 28 13
6 32 1
6 33 28
6 35 11
6 37 19
6 40 46
6 41 49
6 45 58
6 46 82
6 47 44
6 48 74
6 56 76
6 57 1
6 58 82
6 59 80
6 60 92
6 62 85
6 63 36
6 65 35
6 66 80
6 68 38
6 69 72
6 70 54
6 75 68
6 76 97
6 79 79
6 83 47
6 88 3
6 91 38
6 93 71
6 96 49
6 97 74
6 98 1
6 101 31
6 102 18
6 106 64
6 108 44
6 109 32
6 110 27
6 111 33
6 117 79
6 118 45
6 121 24
6 122 43
6 124 74
6 125 5
6 126 89
6 127 79
6 128 82
6 131 3
6 134 30
6 135 35
6 137 17
6 139 70
6 140 15
6 145 80
6 147 55
6 152 5
6 153 3
6 154 90
6 155 19
6 160 1
6 161 62
7 1 45
7 2 34
7 6 71
7 8 19
7 9 88
7 10 16
7 12 34
7 17 96
7 18 10
7 19 39
7 27 50
7 28 65
7 29 33
7 30 23
7 32 58
7 34 36
7 35 98
7 38 85
7 40 95
7 43 12
7 44 24
7 51 57
7 54 40
7 56 61
7 57 67
7 58 6
7 62 64
7 72 79
7 73 9
7 74 49
7 77 50
7 78 32
7 79 60
7 81 84
7 82 26
7 86 44
7 88 97
7 89 30
7 90 66
7 92 80
7 95 1
7 98 59
7 99 52
7 100 90
7 104 28
7 106 51
7 108 14
7 109 40
7 112 41
7 113 84
7 114 56
7 119 29
7 120 24
7 122 48
7 123 39
7 125 100
7 126 98
7 127 23
7 129 92
7 130 8
7 132 29
7 133 55
7 135 80
7 136 7
7 138 1
7 140 57
7 141 88
7 142 41
7 144 47
7 147 72
7 148 38
7 150 31
7 151 9
7 154 56
7 155 82
7 160 56
7 161 70
8 6 73
8 10 40
8 16 43
8 17 1
8 20 42
8 21 2
8 22 71
8 24 77
8 25 82
8 26 12
8 29 92
8 31 53
8 32 23
8 33 59
8 34 56
8 35 14
8 40 6
8 42 16
8 43 17
8 45 36
8 46 53
8 47 6
8 50 30
8 52 36
8 55 50
8 56 10
8 59 78
8 60 30
8 61 57
8 65 72
8 66 5
8 67 16
8 69 58
8 70 2
8 74 40
8 75 29
8 76 76
8 80 48
8 81 85
8 82 95
8 83 80
8 84 44
8 89 67
8 92 80
8 95 24
8 96 35
8 98 41
8 101 52
8 105 3
8 106 11
8 107 2
8 110 24
8 115 43
8 116 26
8 118 85
8 124 60
8 129 81
8 131 5
8 134 85
8 138 23
8 139 99
8 144 56
8 147 72
8 149 90
8 150 37
8 151 15
8 152 46
8 153 18
8 157 20
9 2 66
