36 1074
1 2 22
1 3 97
1 4 12
1 6 33
1 7 49
1 8 52
1 9 15
1 10 16
1 11 69
1 12 13
1 13 46
1 14 47
1 15 75
1 16 3
1 17 48
1 19 26
1 20 43
1 21 73
1 22 51
1 24 17
1 25 73
1 26 3
1 27 76
1 28 2
1 29 19
1 30 7
1 31 23
1 32 14
1 33 83
1 34 44
1 35 60
1 36 38
2 1 39
2 3 34
2 5 31
2 6 56
2 7 20
2 8 53
2 9 8
2 10 32
2 11 56
2 12 57
2 14 16
2 15 15
2 16 70
2 17 15
2 18 50
2 19 9
2 20 17
2 21 11
2 22 73
2 23 81
2 25 11
2 26 3
2 27 90
2 28 14
2 29 56
2 30 3
2 31 61
2 32 62
2 34 65
2 36 68
3 1 1
3 2 23
3 4 78
3 5 46
3 6 94
3 7 8
3 9 37
3 10 65
3 12 31
3 13 2
3 14 27
3 17 67
3 18 36
3 19 54
3 20 22
3 21 10
3 22 63
3 23 68
3 24 99
3 25 32
3 27 25
3 28 40
3 29 21
3 30 44
3 31 50
3 32 1
3 33 47
3 34 19
3 35 30
3 36 41
4 1 99
4 2 18
4 5 6
4 6 46
4 7 75
4 8 62
4 9 36
4 10 31
4 11 51
4 12 60
4 13 5
4 15 43
4 16 36
4 17 3
4 18 48
4 19 66
4 20 1
4 22 7
4 23 45
4 24 5
4 26 9
4 27 92
4 28 4
4 29 33
4 31 3
4 32 48
4 33 24
4 34 79
4 35 83
5 2 31
5 3 16
5 4 27
5 7 48
5 8 100
5 9 30
5 10 6
5 11 32
5 12 13
5 13 16
5 14 84
5 15 60
5 16 42
5 19 5
5 20 4
5 21 13
5 23 6
5 24 20
5 25 67
5 26 16
5 27 25
5 30 20
5 32 2
5 33 13
5 34 67
5 35 89
5 36 11
6 1 23
6 2 9
6 3 44
6 5 26
6 7 6
6 8 48
6 9 56
6 10 38
6 11 51
6 13 22
6 14 84
6 15 10
6 17 32
6 18 26
6 19 16
6 20 22
6 23 8
6 24 30
6 26 70
6 27 5
6 28 4
6 29 3
6 30 54
6 32 3
6 33 44
6 34 16
6 35 95
7 1 72
7 2 68
7 3 14
7 4 77
7 5 10
7 6 3
7 8 54
7 9 13
7 13 35
7 15 27
7 16 58
7 17 27
7 18 15
7 19 1
7 20 11
7 21 6
7 22 79
7 23 21
7 24 10
7 25 50
7 26 28
7 27 28
7 28 5
7 29 11
7 30 24
7 31 67
7 32 50
7 33 12
7 35 6
7 36 55
8 1 17
8 2 2
8 3 25
8 4 65
8 5 21
8 6 2
8 7 5
8 9 11
8 10 27
8 11 10
8 12 85
8 14 64
8 15 14
8 16 72
8 18 20
8 19 9
8 20 13
8 21 14
8 22 26
8 23 46
8 24 20
8 25 6
8 26 72
8 27 20
8 28 84
8 29 5
8 30 20
8 31 2
8 32 34
8 33 10
8 34 11
8 35 40
8 36 34
9 1 22
9 2 2
9 3 11
9 5 15
9 6 42
9 7 64
9 8 28
9 10 39
9 11 48
9 12 33
9 13 20
9 14 31
9 15 13
9 16 17
9 17 81
9 18 42
9 19 30
9 20 5
9 21 43
9 22 76
9 24 10
9 25 10
9 27 19
9 28 47
9 29 24
9 30 17
9 31 65
9 32 81
9 33 50
9 34 45
9 35 83
9 36 54
10 1 36
10 3 75
10 5 37
10 6 79
10 7 41
10 8 34
10 11 74
10 12 41
10 13 3
10 15 22
10 16 53
10 17 15
10 18 78
10 19 37
10 20 16
10 21 15
10 23 57
10 24 72
10 25 33
10 26 15
10 27 18
10 29 35
10 30 96
10 31 14
10 32 14
10 33 13
10 34 12
10 35 39
11 1 70
11 2 17
11 3 27
11 4 34
11 5 5
11 6 43
11 8 89
11 9 6
11 10 98
11 12 85
11 13 35
11 14 92
11 15 13
11 16 8
11 17 6
11 18 59
11 19 30
11 21 39
11 24 54
11 25 90
11 26 87
11 27 36
11 28 9
11 29 52
11 30 51
11 31 38
11 32 44
11 33 24
11 34 12
11 35 17
11 36 35
12 1 6
12 2 1
12 3 3
12 4 30
12 5 60
12 6 28
12 7 2
12 8 1
12 9 42
12 10 85
12 11 33
12 13 33
12 14 13
12 15 28
12 16 19
12 17 50
12 19 21
12 20 58
12 21 99
12 22 87
12 23 56
12 24 25
12 25 11
12 26 14
12 27 19
12 28 43
12 29 23
12 30 18
12 31 13
12 32 53
12 33 2
12 34 40
12 35 5
12 36 32
13 1 7
13 2 43
13 3 67
13 5 57
13 6 47
13 7 73
13 8 54
13 10 56
13 11 34
13 14 3
13 15 79
13 16 29
13 17 60
13 18 44
13 19 68
13 20 24
13 21 15
13 22 72
13 23 28
13 26 29
13 27 25
13 28 1
13 30 42
13 31 54
13 32 14
13 33 4
13 34 29
13 35 60
13 36 5
14 1 71
14 2 21
14 3 50
14 4 28
14 5 29
14 7 23
14 8 6
14 9 11
14 10 83
14 11 11
14 12 75
14 13 83
14 16 80
14 17 60
14 19 84
14 20 51
14 21 76
14 22 8
14 23 38
14 24 31
14 25 6
14 26 18
14 27 12
14 28 45
14 29 2
14 31 54
14 32 18
14 33 76
14 34 27
14 35 39
14 36 37
15 1 17
15 3 43
15 4 2
15 6 3
15 7 84
15 9 40
15 10 72
15 11 49
15 12 60
15 13 38
15 14 57
15 16 50
15 17 49
15 18 47
15 19 11
15 21 4
15 23 22
15 24 57
15 25 34
15 26 2
15 27 31
15 28 25
15 29 8
15 30 86
15 31 51
15 32 62
15 33 12
15 34 95
15 35 79
15 36 65
16 2 2
16 3 23
16 4 29
16 5 17
16 7 16
16 8 62
16 9 96
16 10 22
16 11 48
16 12 13
16 13 62
16 15 38
16 17 93
16 18 99
16 19 30
16 20 6
16 21 5
16 22 30
16 23 90
16 24 22
16 25 8
16 26 9
16 27 21
16 28 83
16 29 40
16 30 75
16 31 5
16 32 92
16 33 24
16 34 10
16 35 4
16 36 58
17 1 33
17 2 30
17 3 12
17 4 22
17 5 70
17 6 31
17 7 46
17 8 39
17 9 14
17 10 92
17 12 25
17 13 44
17 14 1
17 15 52
17 16 4
17 18 64
17 19 43
17 20 26
17 21 68
17 22 26
17 23 27
17 25 20
17 26 75
17 27 19
17 28 1
17 29 13
17 30 53
17 31 13
17 33 28
17 34 83
17 35 79
17 36 31
18 1 49
18 2 79
18 3 10
18 4 88
18 5 73
18 6 26
18 7 57
18 8 77
18 9 7
18 10 43
18 11 15
18 12 11
18 13 78
18 14 66
18 15 34
18 16 33
18 17 16
18 20 10
18 21 13
18 22 12
18 23 52
18 25 7
18 27 96
18 28 42
18 29 23
18 30 28
18 31 28
18 32 71
18 33 2
18 36 42
19 1 44
19 2 77
19 4 84
19 5 31
19 7 68
19 8 22
19 9 9
19 11 3
19 12 95
19 13 40
19 14 39
19 15 9
19 17 22
19 18 12
19 20 83
19 21 8
19 22 94
19 23 7
19 24 51
19 25 32
19 27 87
19 28 78
19 29 56
19 30 42
19 32 42
19 33 6
19 34 1
19 35 71
19 36 23
20 3 2
20 6 44
20 7 42
20 8 53
20 10 21
20 11 7
20 12 68
20 13 53
20 15 30
20 16 95
20 17 100
20 18 54
20 19 67
20 22 5
20 23 25
20 24 79
20 25 4
20 26 57
20 27 18
20 28 57
20 29 29
20 30 45
20 31 33
20 32 20
20 33 42
20 34 17
20 36 1
21 1 73
21 2 3
21 3 20
21 4 43
21 5 90
21 6 21
21 8 61
21 9 50
21 10 13
21 11 29
21 12 94
21 13 37
21 14 1
21 15 11
21 16 20
21 17 11
21 18 31
21 19 46
21 20 70
21 23 4
21 24 2
21 25 30
21 26 4
21 27 39
21 28 22
21 30 14
21 33 44
21 34 12
21 35 40
21 36 21
22 1 19
22 2 6
22 3 64
22 4 27
22 5 33
22 6 29
22 7 83
22 8 83
22 9 7
22 10 55
22 11 83
22 12 20
22 13 7
22 14 26
22 15 1
22 16 3
22 17 49
22 18 1
22 19 8
22 20 53
22 21 57
22 23 7
22 24 18
22 25 3
22 26 72
22 27 78
22 28 36
22 29 66
22 30 88
22 31 87
22 32 6
22 34 2
23 2 10
23 3 15
23 4 16
23 5 9
23 7 6
23 8 44
23 10 18
23 11 74
23 12 2
23 13 72
23 15 28
23 16 37
23 17 6
23 18 25
23 19 42
23 20 31
23 22 87
23 24 46
23 26 38
23 27 24
23 28 84
23 29 43
23 32 16
23 33 22
23 34 69
23 35 63
23 36 16
24 2 61
24 3 73
24 4 52
24 6 41
24 7 88
24 8 7
24 9 17
24 11 48
24 12 4
24 13 100
24 16 25
24 17 94
24 19 45
24 20 31
24 21 76
24 22 6
24 23 9
24 25 78
24 26 42
24 27 34
24 28 46
24 29 15
24 30 66
24 31 8
24 32 41
24 33 59
24 34 38
24 35 62
25 1 20
25 2 11
25 4 18
25 5 13
25 6 37
25 7 13
25 8 52
25 9 18
25 10 20
25 11 68
25 12 48
25 13 12
25 15 33
25 16 3
25 17 25
25 18 45
25 20 75
25 21 15
25 22 22
25 23 48
25 24 90
25 26 14
25 27 65
25 29 8
25 30 29
25 32 71
25 34 97
25 35 4
25 36 52
26 1 18
26 2 93
26 3 7
26 4 10
26 5 38
26 6 49
26 9 13
26 10 4
26 11 28
26 12 42
26 13 27
26 15 25
26 17 74
26 18 14
26 19 6
26 20 4
26 21 4
26 22 43
26 24 15
26 27 43
26 28 26
26 29 10
26 30 49
26 31 11
26 32 26
26 33 77
26 34 72
26 36 76
27 1 9
27 2 30
27 3 32
27 4 5
27 5 2
27 6 35
27 7 25
27 8 57
27 9 60
27 10 32
27 11 27
27 13 35
27 14 71
27 15 20
27 16 11
27 17 49
27 19 89
27 21 91
27 23 14
27 24 12
27 25 56
27 26 2
27 28 55
27 29 36
27 30 28
27 31 5
27 32 60
27 33 58
27 34 3
27 36 14
28 2 15
28 3 49
28 4 45
28 5 31
28 6 9
28 7 60
28 8 85
28 9 23
28 10 6
28 11 47
28 12 37
28 14 32
28 15 99
28 16 23
28 18 10
28 20 6
28 21 17
28 23 58
28 24 96
28 25 28
28 26 6
28 27 25
28 29 19
28 30 71
28 31 49
28 32 89
28 33 86
28 34 45
28 35 67
28 36 69
29 2 14
29 3 16
29 4 13
29 5 90
29 6 20
29 8 19
29 9 8
29 10 65
29 11 42
29 12 86
29 13 54
29 14 38
29 15 18
29 16 35
29 17 55
29 18 16
29 19 39
29 20 94
29 22 86
29 23 23
29 24 23
29 25 18
29 26 69
29 27 92
29 30 11
29 31 66
29 33 4
29 34 7
29 35 66
29 36 11
30 1 83
30 2 4
30 6 24
30 7 6
30 8 1
30 9 36
30 10 5
30 12 86
30 13 10
30 14 10
30 15 1
30 16 8
30 17 13
30 18 66
30 19 59
30 20 64
30 21 68
30 22 39
30 24 5
30 25 11
30 26 2
30 27 55
30 28 48
30 29 13
30 31 27
30 33 88
30 34 40
30 36 2
31 2 16
31 3 57
31 4 9
31 5 46
31 6 54
31 8 39
31 9 6
31 12 36
31 15 21
31 16 15
31 17 87
31 18 78
31 19 20
31 20 17
31 22 23
31 23 41
31 24 37
31 25 17
31 26 27
31 27 13
31 28 32
31 29 26
31 30 2
31 32 79
31 33 18
31 34 20
31 35 55
31 36 16
32 1 76
32 2 9
32 3 3
32 4 58
32 5 64
32 6 86
32 8 8
32 9 17
32 10 50
32 11 12
32 12 56
32 13 30
32 14 31
32 15 31
32 16 14
32 17 8
32 18 11
32 19 86
32 20 49
32 21 20
32 23 2
32 24 32
32 26 80
32 27 70
32 28 36
32 29 62
32 30 78
32 34 43
32 35 43
32 36 25
33 1 76
33 2 39
33 3 18
33 5 4
33 7 7
33 8 62
33 9 80
33 10 36
33 12 20
33 13 67
33 14 10
33 15 48
33 16 3
33 17 59
33 18 37
33 19 91
33 20 44
33 21 17
33 22 36
33 23 6
33 25 96
33 26 35
33 27 5
33 28 4
33 30 1
33 31 53
