108 6108
1 2 71
1 3 100
1 5 82
1 6 66
1 7 80
1 10 75
1 11 31
1 12 72
1 13 30
1 14 7
1 16 51
1 17 98
1 18 88
1 20 25
1 22 52
1 24 9
1 25 23
1 26 2
1 28 17
1 31 64
1 32 23
1 33 18
1 34 52
1 35 49
1 36 84
1 37 9
1 38 47
1 42 54
1 45 51
1 46 23
1 49 75
1 50 31
1 51 63
1 52 46
1 53 94
1 54 22
1 55 26
1 56 19
1 57 11
1 58 11
1 59 94
1 60 59
1 61 14
1 62 19
1 64 16
1 65 94
1 70 65
1 71 57
1 76 55
1 77 65
1 79 48
1 80 24
1 82 33
1 83 26
1 86 89
1 87 20
1 91 41
1 95 32
1 96 28
1 98 28
1 100 16
1 101 47
1 105 55
1 106 100
1 107 71
1 108 39
2 9 24
2 10 56
2 13 3
2 14 49
2 16 20
2 17 12
2 19 56
2 20 20
2 21 73
2 23 10
2 24 57
2 25 93
2 26 94
2 27 5
2 28 1
2 29 48
2 30 53
2 31 10
2 33 40
2 37 50
2 39 5
2 40 31
2 43 67
2 44 63
2 45 50
2 48 99
2 52 29
2 53 23
2 56 25
2 58 61
2 59 72
2 66 98
2 67 86
2 68 8
2 69 27
2 70 39
2 71 53
2 72 88
2 76 74
2 80 87
2 83 1
2 86 12
2 87 59
2 88 19
2 95 70
2 98 71
2 102 41
2 103 33
2 104 72
2 105 22
2 106 30
2 108 74
3 4 6
3 6 33
3 7 2
3 8 2
3 9 15
3 10 20
3 11 15
3 13 11
3 15 5
3 18 50
3 20 14
3 21 76
3 22 7
3 23 5
3 24 28
3 28 28
3 32 26
3 34 35
3 35 17
3 36 85
3 37 17
3 38 3
3 41 19
3 42 43
3 44 27
3 48 66
3 49 98
3 50 23
3 52 40
3 54 83
3 56 51
3 57 96
3 59 16
3 60 44
3 67 93
3 71 94
3 72 16
3 73 44
3 76 41
3 77 1
3 78 1
3 81 37
3 84 12
3 85 38
3 87 23
3 91 45
3 94 4
3 95 81
3 97 7
3 99 23
3 107 5
3 108 22
4 1 7
4 3 27
4 8 53
4 10 87
4 12 12
4 13 33
4 14 3
4 15 15
4 17 21
4 24 16
4 26 17
4 30 88
4 31 15
4 39 8
4 43 66
4 44 100
4 45 21
4 46 65
4 47 91
4 48 49
4 51 18
4 52 40
4 55 66
4 56 2
4 57 26
4 58 16
4 59 56
4 62 2
4 63 33
4 64 48
4 67 46
4 69 20
4 73 74
4 74 38
4 77 93
4 80 16
4 81 30
4 82 14
4 83 78
4 85 43
4 86 40
4 88 16
4 89 48
4 90 48
4 94 29
4 95 37
4 98 48
4 100 25
4 102 44
4 106 52
4 107 27
4 108 74
5 1 56
5 3 81
5 7 55
5 8 49
5 11 73
5 13 2
5 16 11
5 19 29
5 20 57
5 21 12
5 23 1
5 24 16
5 25 16
5 26 82
5 27 24
5 35 94
5 36 47
5 40 10
5 41 86
5 42 32
5 44 19
5 45 40
5 46 29
5 48 16
5 51 37
5 52 98
5 53 51
5 54 36
5 57 2
5 61 14
5 63 67
5 65 66
5 68 52
5 70 5
5 72 56
5 75 56
5 76 91
5 77 43
5 79 55
5 80 73
5 82 93
5 83 55
5 86 42
5 88 3
5 89 56
5 91 64
5 93 12
5 94 14
5 95 72
5 96 13
5 101 48
5 102 46
5 103 47
5 106 72
5 107 43
6 3 13
6 5 11
6 7 67
6 9 6
6 11 79
6 14 13
6 15 58
6 16 69
6 17 49
6 19 81
6 20 39
6 21 14
6 24 94
6 25 42
6 26 67
6 29 65
6 31 4
6 32 22
6 33 83
6 34 13
6 37 63
6 39 16
6 45 62
6 46 53
6 47 88
6 49 68
6 52 45
6 53 43
6 61 11
6 62 12
6 63 35
6 65 7
6 66 20
6 69 73
6 70 25
6 74 79
6 77 8
6 78 9
6 79 49
6 80 80
6 81 14
6 82 41
6 87 31
6 88 96
6 89 66
6 91 36
6 93 97
6 94 26
6 95 30
6 97 98
6 103 1
6 108 1
7 4 3
7 6 28
7 8 62
7 10 23
7 12 6
7 14 24
7 15 80
7 19 77
7 22 72
7 25 71
7 26 70
7 28 10
7 30 91
7 31 76
7 32 8
7 38 76
7 39 15
7 43 50
7 45 27
7 46 22
7 47 40
7 48 66
7 50 34
7 53 26
7 54 50
7 59 83
7 61 50
7 62 38
7 63 9
7 64 90
7 65 44
7 67 5
7 69 45
7 70 47
7 71 27
7 72 16
7 77 20
7 78 92
7 83 14
7 84 16
7 86 5
7 90 35
7 91 17
7 92 24
7 94 83
7 95 30
7 96 85
7 101 5
7 103 26
7 104 47
7 105 74
8 3 62
