135 8343
1 3 27
1 4 45
1 5 32
1 6 80
1 7 40
1 8 76
1 12 20
1 15 8
1 16 9
1 18 59
1 19 60
1 21 36
1 22 41
1 23 7
1 24 31
1 26 12
1 28 69
1 30 6
1 32 35
1 34 46
1 37 38
1 40 81
1 43 4
1 44 84
1 45 44
1 50 35
1 56 22
1 58 4
1 61 57
1 64 2
1 65 16
1 67 77
1 69 78
1 70 69
1 71 29
1 76 57
1 78 12
1 79 31
1 81 54
1 82 54
1 83 88
1 85 20
1 87 59
1 89 21
1 90 25
1 92 45
1 93 4
1 94 64
1 96 19
1 102 79
1 103 51
1 105 52
1 107 86
1 108 53
1 110 53
1 111 90
1 112 1
1 113 53
1 115 61
1 116 19
1 117 36
1 118 14
1 120 69
1 121 44
1 125 81
1 126 16
1 128 17
1 130 85
1 132 89
1 134 89
2 1 82
2 4 38
2 5 92
2 11 60
2 12 2
2 13 56
2 15 65
2 16 57
2 17 89
2 18 14
2 19 90
2 21 53
2 23 31
2 24 89
2 27 2
2 28 71
2 33 5
2 38 83
2 40 37
2 44 85
2 49 1
2 50 44
2 53 71
2 54 71
2 56 6
2 57 63
2 60 34
2 63 33
2 69 1
2 71 44
2 72 58
2 73 63
2 81 86
2 83 40
2 84 57
2 87 17
2 88 33
2 90 3
2 95 3
2 97 49
2 99 48
2 100 35
2 101 89
2 102 52
2 104 14
2 105 94
2 108 3
2 109 39
2 115 89
2 116 30
2 119 64
2 120 58
2 121 73
2 122 30
2 125 29
2 126 62
2 127 29
2 128 38
2 133 4
2 134 47
2 135 37
3 5 86
3 11 51
3 12 39
3 13 33
3 17 58
3 18 32
3 19 46
3 21 33
3 23 19
3 26 6
3 27 61
3 28 53
3 32 57
3 36 83
3 38 75
3 41 5
3 42 12
3 45 8
3 47 46
3 49 56
3 50 43
3 53 59
3 57 48
3 61 44
3 67 66
3 70 2
3 71 62
3 73 93
3 76 83
3 78 57
3 79 44
3 81 26
3 83 20
3 85 100
3 88 16
3 90 82
3 91 65
3 92 4
3 95 24
3 96 21
3 98 67
3 101 28
3 102 92
3 103 91
3 107 4
3 110 34
3 114 80
3 119 4
3 123 12
3 124 3
3 126 53
3 131 2
4 2 51
4 7 58
4 8 100
4 9 13
4 10 53
4 11 23
4 12 82
4 13 59
4 14 14
4 15 77
4 21 39
4 22 59
4 24 12
4 28 5
4 33 89
4 34 1
4 38 74
4 41 59
4 44 74
4 45 20
4 52 7
4 57 21
4 59 12
4 60 100
4 62 91
4 65 34
4 66 67
4 68 72
4 69 16
4 71 41
4 73 94
4 74 100
4 78 55
4 79 14
4 80 47
4 84 68
4 85 36
4 86 27
4 89 66
4 92 35
4 96 83
4 97 94
4 98 27
4 99 12
4 102 95
4 103 84
4 104 98
4 105 58
4 106 8
4 108 52
4 109 37
4 114 54
4 122 23
4 123 10
4 124 29
4 125 15
4 126 79
4 130 30
4 131 37
4 135 2
5 1 23
5 2 50
5 4 39
5 6 72
5 9 4
5 11 94
5 15 10
5 16 11
5 20 33
5 22 45
5 24 72
5 26 25
5 27 83
5 28 62
5 31 39
5 32 89
5 34 7
5 35 53
5 36 86
5 38 62
5 39 4
5 42 58
5 45 87
5 47 35
5 49 27
5 51 79
5 53 14
5 58 51
5 59 77
5 60 8
5 63 96
5 64 23
5 66 83
5 69 36
5 77 13
5 82 29
5 85 16
5 88 70
5 89 28
5 90 71
5 91 29
5 93 3
5 97 52
5 99 100
5 100 3
5 101 81
5 104 31
5 107 70
5 112 87
5 113 16
5 114 4
5 115 92
5 117 96
5 118 90
5 119 63
5 121 52
5 122 73
5 123 49
5 124 6
5 135 22
6 3 54
6 4 49
6 8 17
6 16 27
6 18 97
6 22 6
6 24 22
6 25 1
6 27 65
6 28 15
6 29 18
6 33 61
6 34 69
6 36 20
6 38 35
6 40 69
6 42 33
6 44 16
6 45 65
6 46 13
6 47 60
6 51 69
6 52 47
6 53 29
6 59 97
6 60 11
6 61 18
6 64 95
6 65 1
6 66 99
6 67 13
6 68 1
6 69 15
6 71 7
6 73 62
6 74 22
6 75 5
6 77 63
6 78 60
6 83 10
6 90 21
6 91 4
6 93 68
6 96 68
6 98 86
6 100 28
6 109 67
6 112 90
6 113 71
6 116 20
6 119 52
6 121 96
6 123 80
6 133 64
6 134 1
6 135 58
7 4 38
7 5 20
7 6 43
7 8 50
7 10 65
7 11 51
7 15 96
7 18 91
7 19 5
7 26 54
7 27 30
7 28 43
7 30 45
7 31 89
7 36 96
