144 9000
1 4 12
1 7 34
1 9 86
1 12 53
1 13 8
1 17 93
1 22 49
1 27 10
1 28 28
1 29 90
1 31 21
1 35 95
1 36 46
1 38 99
1 40 74
1 42 60
1 45 85
1 46 49
1 47 40
1 50 19
1 51 42
1 53 54
1 56 9
1 57 6
1 64 37
1 67 14
1 69 45
1 70 27
1 72 92
1 74 21
1 79 15
1 80 56
1 81 10
1 86 73
1 88 14
1 93 49
1 94 21
1 97 72
1 102 47
1 103 5
1 105 89
1 106 39
1 108 59
1 111 57
1 112 40
1 116 58
1 117 88
1 118 60
1 119 6
1 120 46
1 121 25
1 122 32
1 123 67
1 124 70
1 128 74
1 129 67
1 131 24
1 132 58
1 136 64
1 139 2
1 141 10
2 1 8
2 3 30
2 4 40
2 10 57
2 12 4
2 14 68
2 18 95
2 25 70
2 28 46
2 29 80
2 32 43
2 33 67
2 34 18
2 35 57
2 37 75
2 39 20
2 40 19
2 41 83
2 43 14
2 46 48
2 51 82
2 52 26
2 55 19
2 56 79
2 57 26
2 60 62
2 62 74
2 65 38
2 67 36
2 70 62
2 71 93
2 75 60
2 77 84
2 81 14
2 83 6
2 85 67
2 86 31
2 90 55
2 92 68
2 94 5
2 95 19
2 98 44
2 99 47
2 102 13
2 103 42
2 105 30
2 106 17
2 107 69
2 110 41
2 113 39
2 115 38
2 117 99
2 120 56
2 122 63
2 126 72
2 127 28
2 130 25
2 132 90
2 136 45
2 137 41
2 138 12
2 140 92
2 141 11
2 142 6
3 4 23
3 5 36
3 6 9
3 7 58
3 8 41
3 10 50
3 15 71
3 17 17
3 18 63
3 19 24
3 24 45
3 26 22
3 27 21
3 36 77
3 37 87
3 38 32
3 39 44
3 47 76
3 49 70
3 50 10
3 55 86
3 56 43
3 60 62
3 61 36
3 62 59
3 65 88
3 66 11
3 67 33
3 69 41
3 70 22
3 75 45
3 79 81
3 84 32
3 90 30
3 96 93
3 97 30
3 99 69
3 100 83
3 101 16
3 102 66
3 104 4
3 107 76
3 109 36
3 110 59
3 111 24
3 112 49
3 113 75
3 117 22
3 119 100
3 120 37
3 121 4
3 122 31
3 130 43
3 131 17
3 133 15
3 136 96
3 138 67
3 139 59
4 1 97
4 2 43
4 7 50
4 9 41
4 11 24
4 12 4
4 15 52
4 18 55
4 19 67
4 23 79
4 26 95
4 32 11
4 35 18
4 38 90
4 39 36
4 40 22
4 42 20
4 44 33
4 46 63
4 48 66
4 49 59
4 51 64
4 52 95
4 54 99
4 57 35
4 58 46
4 60 15
4 62 92
4 63 72
4 64 96
4 65 59
4 69 45
4 71 23
4 72 47
4 73 15
4 74 56
4 76 98
4 77 44
4 78 58
4 84 16
4 86 8
4 88 84
4 89 41
4 90 2
4 92 1
4 93 27
4 97 39
4 99 36
4 100 26
4 101 10
4 104 78
4 112 68
4 113 60
4 116 74
4 119 24
4 122 51
4 123 24
4 125 96
4 126 78
4 128 75
4 129 95
4 130 36
4 131 10
4 132 55
4 133 33
4 134 4
4 136 87
4 140 27
5 1 95
5 7 87
5 9 22
5 13 9
5 14 12
5 16 22
5 19 2
5 20 61
5 22 30
5 23 75
5 28 55
5 30 71
5 31 2
5 33 64
5 34 34
5 37 89
5 45 7
5 48 19
5 50 65
5 51 75
5 53 68
5 55 28
5 58 37
5 59 50
5 60 42
5 63 77
5 64 82
5 65 45
5 67 44
5 70 3
5 72 32
5 74 88
5 76 71
5 77 58
5 82 59
5 83 34
5 84 26
5 85 20
5 90 42
5 91 86
5 92 6
5 93 24
5 94 83
5 96 3
5 100 16
5 101 89
5 102 76
5 104 62
5 106 16
5 107 26
5 111 19
5 112 16
5 113 49
5 114 26
5 116 95
5 121 87
5 130 55
5 131 14
5 132 86
5 135 81
5 136 18
5 138 7
5 140 24
5 142 37
5 143 39
5 144 99
6 1 45
6 4 78
6 8 37
6 13 50
6 16 68
6 17 6
6 18 95
6 19 42
6 20 60
6 26 12
6 27 56
6 28 3
6 30 24
6 31 39
6 33 50
6 38 87
6 41 8
6 42 81
6 44 45
6 47 36
6 50 81
6 53 33
6 55 1
6 56 59
6 57 47
6 59 78
6 68 45
6 72 8
6 79 45
6 80 17
6 82 53
6 84 64
6 88 19
6 92 95
6 94 12
6 99 19
6 100 60
6 104 14
6 105 94
6 107 46
6 108 80
6 110 43
6 116 32
6 118 2
6 119 11
6 122 48
6 127 61
6 128 70
6 129 89
6 131 54
6 133 72
6 139 26
6 140 35
6 142 33
6 143 3
6 144 48
7 1 41
7 2 49
7 4 35
7 12 30
7 13 77
7 14 19
7 16 66
7 17 60
7 18 29
7 19 43
7 20 20
7 21 41
7 22 54
7 23 67
7 25 17
7 27 19
