81 4083
1 4 40
1 5 89
1 7 60
1 8 39
1 10 34
1 11 19
1 12 66
1 13 54
1 14 74
1 18 70
1 19 60
1 20 24
1 22 4
1 23 66
1 24 57
1 25 17
1 26 6
1 27 53
1 28 17
1 29 53
1 30 56
1 31 41
1 36 71
1 37 46
1 38 23
1 40 28
1 41 28
1 42 25
1 43 53
1 44 51
1 48 24
1 50 98
1 51 15
1 52 38
1 53 50
1 54 1
1 57 55
1 63 86
1 64 95
1 65 25
1 68 20
1 69 55
1 70 55
1 72 22
1 73 12
1 74 37
1 75 24
1 76 48
1 78 39
1 79 24
1 80 13
1 81 47
2 3 73
2 4 41
2 5 45
2 6 51
2 7 74
2 8 52
2 9 45
2 16 50
2 17 68
2 19 30
2 20 20
2 22 12
2 25 64
2 26 15
2 29 25
2 30 96
2 33 42
2 34 49
2 37 17
2 38 77
2 39 5
2 40 86
2 42 3
2 43 29
2 44 13
2 45 55
2 46 71
2 47 19
2 48 61
2 50 41
2 53 11
2 54 46
2 55 26
2 58 36
2 59 31
2 62 91
2 63 36
2 64 37
2 66 70
2 68 51
2 69 55
2 70 30
2 71 19
2 72 11
2 73 68
2 74 34
2 75 2
2 76 79
2 77 20
2 79 66
2 80 89
2 81 66
3 2 13
3 4 8
3 5 6
3 6 46
3 7 36
3 8 11
3 9 94
3 10 75
3 11 7
3 14 1
3 16 15
3 17 59
3 18 1
3 19 25
3 22 99
3 23 11
3 24 6
3 27 66
3 28 67
3 29 7
3 34 41
3 35 44
3 36 85
3 37 47
3 38 61
3 40 80
3 41 87
3 42 87
3 43 59
3 44 51
3 46 63
3 47 46
3 48 9
3 49 33
3 50 6
3 51 61
3 53 76
3 54 45
3 56 73
3 57 73
3 58 56
3 59 1
3 60 65
3 61 89
3 62 14
3 63 48
3 64 20
3 65 56
3 66 74
3 67 46
3 68 59
3 71 28
3 72 95
3 74 7
3 78 98
3 79 61
4 2 98
4 3 30
4 5 48
4 6 2
4 7 28
4 9 85
4 10 20
4 11 27
4 12 70
4 13 73
4 14 32
4 15 8
4 16 75
4 17 76
4 20 13
4 21 29
4 22 1
4 24 15
4 25 95
4 28 8
4 29 29
4 30 10
4 31 50
4 32 20
4 34 58
4 35 29
4 36 23
4 37 61
4 38 39
4 39 61
4 40 19
4 41 18
4 42 93
4 44 61
4 45 8
4 46 56
4 49 12
4 50 40
4 53 26
4 54 2
4 55 68
4 56 4
4 57 25
4 58 8
4 59 59
4 60 38
4 61 74
4 62 80
4 63 40
4 64 82
4 67 92
4 68 62
4 70 38
4 71 65
4 72 5
4 74 20
4 75 11
4 76 37
4 78 14
4 80 89
4 81 81
5 3 65
5 8 45
5 9 79
5 10 31
5 11 9
5 12 38
5 14 16
5 16 82
5 20 72
5 21 39
5 23 31
5 24 72
5 25 84
5 26 22
5 27 91
5 30 78
5 31 31
5 34 84
5 35 22
5 36 69
5 37 73
5 38 95
5 40 41
5 41 45
5 42 10
5 43 4
5 44 58
5 45 99
5 46 18
5 47 98
5 48 18
5 51 63
5 52 54
5 54 42
5 55 35
5 56 32
5 57 40
5 60 6
5 61 23
5 62 1
5 63 46
5 64 2
5 65 36
5 68 34
5 69 86
5 70 37
5 71 89
5 75 75
5 78 57
5 79 32
5 80 83
5 81 90
6 1 6
6 5 34
6 7 66
6 8 58
6 9 3
6 10 35
6 11 1
6 12 23
6 13 58
6 14 15
6 15 49
6 17 9
6 18 28
6 20 7
6 21 25
6 22 80
6 23 45
6 24 88
6 25 36
6 26 72
6 28 8
6 29 83
6 34 69
6 35 61
6 36 34
6 37 31
6 39 14
6 40 69
6 42 28
6 44 78
6 47 78
6 49 68
6 50 43
6 53 8
6 54 26
6 55 37
6 56 34
6 57 27
6 58 30
6 59 3
6 61 14
6 62 38
6 66 90
6 68 80
6 69 14
6 71 17
6 72 6
6 74 71
6 75 40
6 78 69
6 79 67
6 81 32
7 1 21
7 2 60
7 5 93
7 6 45
7 8 73
7 9 95
7 12 60
7 14 2
7 18 72
7 19 22
7 20 22
7 21 26
7 23 29
7 24 10
7 25 58
7 26 100
7 27 38
7 28 100
7 30 58
7 33 93
7 36 35
7 37 87
7 38 41
7 39 51
7 41 17
7 42 69
7 43 53
7 45 36
7 46 63
7 47 81
7 48 20
7 49 14
7 52 56
7 53 97
7 54 23
7 55 50
7 56 100
7 58 1
7 59 54
7 61 20
7 64 70
7 65 47
7 66 15
7 68 77
7 70 42
7 71 25
7 72 32
7 73 20
7 74 47
7 75 3
7 79 4
8 1 47
8 2 98
8 3 23
8 4 72
8 5 30
8 6 16
8 7 32
8 11 91
8 12 92
8 14 35
8 18 13
8 19 96
8 23 8
8 24 71
8 26 16
8 27 54
8 28 91
8 30 43
8 32 37
8 33 11
8 34 95
8 35 92
8 36 29
8 37 6
8 38 41
8 39 92
8 40 23
8 42 13
8 44 88
8 47 45
8 48 58
8 50 56
8 52 27
8 54 56
8 55 30
8 56 1
8 57 82
8 58 60
8 60 61
8 61 72
8 62 18
8 64 89
8 66 3
8 69 56
8 71 46
8 72 26
8 74 46
8 75 44
8 76 5
