171 11272
1 2 27
1 3 74
1 12 36
1 17 97
1 18 43
1 24 8
1 27 28
1 32 66
1 36 86
1 38 55
1 39 85
1 46 7
1 48 85
1 51 16
1 52 64
1 53 30
1 54 11
1 56 19
1 58 22
1 60 49
1 61 35
1 62 79
1 64 2
1 65 77
1 68 27
1 69 28
1 71 15
1 73 13
1 76 11
1 77 11
1 79 23
1 82 8
1 83 40
1 86 66
1 89 13
1 93 14
1 96 44
1 98 83
1 99 21
1 101 4
1 102 64
1 104 15
1 107 37
1 112 37
1 117 55
1 121 28
1 122 94
1 123 6
1 125 89
1 127 23
1 129 85
1 132 66
1 133 68
1 135 11
1 136 38
1 139 87
1 142 52
1 143 31
1 151 26
1 153 59
1 155 52
1 156 17
1 160 18
1 163 100
1 170 67
2 1 4
2 5 54
2 6 43
2 7 61
2 8 37
2 9 14
2 11 80
2 13 69
2 16 45
2 17 8
2 20 46
2 23 12
2 24 26
2 26 84
2 28 5
2 29 82
2 30 96
2 31 80
2 33 9
2 34 99
2 43 40
2 44 45
2 46 100
2 47 7
2 52 77
2 53 9
2 54 17
2 55 47
2 56 53
2 58 74
2 59 79
2 60 74
2 62 81
2 63 40
2 65 82
2 66 93
2 67 64
2 69 58
2 77 38
2 78 36
2 81 9
2 82 54
2 83 69
2 84 97
2 86 97
2 87 9
2 89 52
2 91 41
2 96 51
2 97 92
2 98 23
2 99 53
2 102 44
2 105 45
2 106 43
2 110 28
2 112 3
2 116 11
2 117 52
2 120 55
2 122 32
2 124 27
2 132 25
2 133 63
2 134 89
2 136 13
2 137 45
2 138 38
2 141 90
2 146 8
2 149 4
2 151 80
2 154 56
2 156 47
2 163 98
2 164 88
2 165 84
2 168 95
2 171 79
3 1 38
3 4 21
3 6 86
3 8 34
3 11 61
3 12 79
3 19 73
3 22 32
3 25 17
3 26 94
3 27 76
3 30 6
3 36 37
3 40 27
3 42 12
3 45 73
3 46 98
3 47 78
3 52 24
3 65 17
3 66 63
3 70 50
3 72 6
3 73 79
3 77 34
3 84 20
3 88 5
3 90 32
3 91 43
3 92 42
3 95 82
3 96 56
3 98 86
3 99 20
3 103 97
3 104 40
3 105 25
3 106 97
3 108 2
3 110 43
3 111 87
3 114 8
3 115 99
3 118 9
3 121 32
3 124 98
3 129 19
3 130 86
3 133 32
3 137 95
3 139 63
3 140 44
3 142 19
3 145 47
3 147 94
3 150 63
3 151 7
3 152 30
3 154 21
3 155 76
3 156 91
3 157 96
3 159 70
3 161 65
3 162 12
3 165 91
3 166 49
3 167 47
3 169 4
3 170 53
4 2 61
4 3 98
4 5 1
4 7 15
4 13 95
4 15 90
4 16 40
4 18 71
4 22 45
4 23 78
4 26 54
4 28 85
4 31 4
4 35 17
4 40 29
4 47 97
4 52 51
4 53 21
4 57 35
4 62 36
4 63 7
4 65 55
4 66 61
4 67 16
4 68 68
4 69 84
4 71 97
4 72 88
4 73 84
4 74 74
4 80 15
4 81 4
4 84 85
4 85 43
4 86 4
4 87 68
4 88 52
4 94 44
4 96 84
4 97 10
4 102 28
4 103 29
4 105 54
4 106 16
4 108 34
4 110 85
4 112 10
4 113 64
4 117 12
4 120 78
4 122 25
4 124 63
4 132 80
4 134 83
4 137 8
4 138 40
4 139 88
4 142 23
4 144 41
4 145 16
4 146 68
4 151 65
4 154 52
4 156 59
4 157 8
4 159 34
4 161 60
4 163 71
4 168 62
4 170 37
5 3 8
5 6 66
5 7 49
5 10 54
5 11 16
5 18 21
5 20 43
5 24 96
5 27 15
5 33 93
5 36 28
5 37 21
5 38 67
5 43 68
5 47 34
5 49 35
5 54 88
5 55 14
5 61 47
5 63 80
5 66 70
5 67 42
5 68 93
5 69 21
5 73 95
5 74 42
5 75 98
5 77 58
5 82 4
5 85 6
5 86 48
5 88 56
5 92 53
5 94 72
5 95 22
5 103 54
5 104 83
5 107 9
5 110 7
5 112 63
5 114 30
5 115 4
5 116 55
5 119 4
5 124 46
5 127 62
5 130 95
5 133 8
5 135 40
5 136 46
5 143 32
5 144 73
5 152 48
5 154 63
5 155 41
5 159 84
5 162 46
5 169 23
6 1 55
6 3 18
6 4 16
6 5 29
6 10 98
6 12 49
6 14 37
6 18 19
6 19 71
6 23 74
6 26 14
6 27 94
6 28 55
6 30 96
6 32 75
6 35 21
6 36 16
6 40 14
6 41 31
6 42 4
6 48 48
6 49 16
6 51 51
6 52 40
6 55 35
6 60 78
6 61 33
6 62 81
6 63 99
6 66 76
6 68 12
6 69 75
6 70 33
6 71 8
6 72 24
6 74 95
6 78 23
6 79 79
6 83 21
6 84 5
6 85 65
6 86 85
6 87 2
6 88 77
6 93 26
6 94 99
6 97 45
6 100 4
6 101 47
6 106 61
6 107 22
6 112 2
6 115 7
6 119 77
6 121 84
6 123 100
6 125 71
6 135 62
6 137 42
6 138 90
6 139 78
6 142 16
6 143 95
6 144 34
6 145 13
6 147 35
6 149 94
6 151 39
6 152 50
6 153 10
6 158 12
6 159 49
6 160 36
6 161 42
6 163 10
6 167 59
7 4 65
7 6 22
7 9 21
7 10 70
7 12 90
7 14 36
7 15 86
7 22 24
7 23 53
7 26 85
7 29 44
7 30 17
7 31 13
7 32 68
7 33 92
7 34 41
7 36 18
7 37 34
7 40 31
7 47 21
7 48 40
7 50 27
7 52 71
7 54 85
7 59 20
7 62 90
7 64 71
7 65 22
7 69 15
7 70 25
7 75 99
7 80 20
7 81 50
7 82 80
7 83 48
7 84 83
7 92 17
7 97 72
7 99 23
7 100 4
7 104 11
7 108 14
7 110 56
7 112 99
7 113 12
7 114 59
7 118 46
7 119 29
7 120 87
7 121 49
7 122 94
7 126 61
7 127 23
7 129 99
7 130 12
7 135 31
7 137 8
7 139 67
7 140 65
7 141 33
7 142 20
7 144 29
7 147 50
7 148 30
7 149 8
7 155 89
7 158 52
7 160 49
7 162 46
7 164 28
7 168 94
7 170 77
7 171 13
8 5 75
8 9 21
8 12 90
8 13 13
8 14 59
8 16 69
8 23 42
8 24 1
8 25 65
8 26 78
8 27 86
8 29 7
8 30 16
8 33 52
8 37 28
8 41 99
8 43 3
8 44 5
8 50 50
8 53 56
8 54 56
8 55 10
8 56 55
8 57 42
8 58 65
8 59 100
8 62 68
8 64 29
8 66 7
8 68 22
8 71 19
8 72 78
8 74 79
8 77 24
8 78 7
8 80 18
8 83 2
8 91 22
8 92 22
8 95 41
8 97 16
8 99 15
8 102 33
8 104 75
8 107 94
8 109 42
8 117 61
8 118 33
8 119 95
8 122 25
8 128 81
8 130 23
8 131 99
8 134 16
8 135 54
8 149 40
8 151 51
8 153 77
8 155 47
8 156 24
8 157 87
8 159 74
8 160 47
8 162 98
8 164 18
8 171 25
9 1 98
9 3 49
9 5 39
9 6 63
9 11 16
9 25 15
9 27 19
9 28 8
9 36 98
9 37 80
9 38 78
9 39 47
9 41 47
9 47 47
9 51 72
9 54 55
9 55 58
9 57 95
9 61 98
9 63 3
9 67 29
9 69 3
9 71 46
9 72 78
9 73 96
9 77 78
9 78 93
9 79 22
9 81 44
9 82 29
9 88 37
9 93 78
9 94 66
9 97 5
9 100 9
9 103 43
9 104 52
9 105 22
9 107 19
9 119 13
9 122 12
9 125 10
9 126 37
9 128 33
9 131 4
9 132 11
9 134 69
9 137 40
9 139 4
9 140 34
9 146 38
9 150 63
9 151 50
9 153 31
9 158 77
9 164 26
9 166 33
9 167 87
9 171 65
10 3 93
10 9 50
10 11 93
10 19 49
10 23 64
10 29 51
10 30 13
10 32 79
10 33 71
10 36 49
10 37 16
10 40 14
10 43 72
10 48 51
10 49 38
10 51 63
10 53 9
10 55 19
10 58 40
10 61 95
10 63 96
10 64 5
10 66 62
10 68 42
10 70 52
10 71 93
10 75 6
10 81 60
10 83 69
10 84 42
10 91 23
10 94 3
10 97 27
10 98 30
10 100 22
10 112 24
10 114 88
10 115 61
10 120 56
10 121 27
10 123 9
10 128 8
10 130 83
10 131 31
10 136 14
10 137 5
10 138 77
10 141 4
10 143 22
10 146 15
10 154 5
10 157 62
10 161 63
10 165 19
10 168 74
10 171 53
11 1 42
11 2 77
11 4 28
11 5 22
11 9 42
11 16 55
11 18 9
11 19 34
11 21 25
11 22 12
11 24 11
11 26 89
11 32 90
11 36 100
11 38 58
11 45 58
11 49 59
11 53 9
11 54 89
11 55 71
11 57 1
11 58 40
11 59 62
11 61 48
11 62 38
11 64 72
11 65 58
11 70 63
11 73 72
11 79 44
11 82 5
11 87 67
11 90 54
11 95 51
11 97 79
11 99 10
11 102 6
11 107 87
11 108 97
11 110 34
11 112 40
11 113 40
11 121 40
11 125 38
11 126 61
11 128 8
11 132 14
11 133 47
11 136 39
11 137 36
11 141 74
11 145 86
11 147 44
11 148 83
11 152 9
11 155 83
11 159 5
11 160 16
11 161 92
11 163 30
11 165 69
11 167 82
11 168 74
12 3 76
12 5 29
12 14 70
12 18 98
12 19 27
12 23 24
12 25 88
12 29 20
12 30 12
12 31 84
12 35 35
12 36 52
12 40 55
12 42 24
12 44 66
12 46 77
