90 4746
1 2 93
1 6 86
1 8 30
1 9 35
1 14 15
1 16 8
1 17 35
1 19 86
1 20 8
1 22 68
1 23 34
1 25 17
1 26 62
1 27 12
1 28 8
1 32 11
1 35 38
1 36 46
1 40 26
1 42 68
1 43 8
1 46 31
1 47 14
1 52 49
1 53 29
1 54 78
1 56 3
1 57 27
1 59 53
1 60 42
1 61 34
1 62 99
1 63 83
1 64 40
1 65 7
1 67 25
1 69 52
1 70 83
1 71 53
1 72 79
1 74 32
1 75 8
1 76 93
1 78 70
1 81 28
1 82 96
1 83 76
1 84 51
1 85 90
1 86 85
1 88 38
2 4 8
2 5 84
2 6 14
2 7 63
2 8 29
2 12 45
2 13 13
2 14 27
2 15 3
2 16 75
2 17 7
2 18 23
2 19 12
2 20 81
2 21 53
2 22 46
2 24 83
2 27 99
2 28 1
2 29 35
2 32 35
2 33 56
2 34 67
2 35 7
2 37 54
2 40 51
2 43 49
2 44 30
2 45 49
2 46 48
2 47 24
2 49 57
2 51 38
2 52 91
2 55 8
2 57 73
2 58 86
2 63 15
2 66 38
2 67 23
2 68 77
2 70 31
2 77 70
2 80 8
2 81 54
2 82 50
2 85 87
2 88 16
3 1 14
3 4 72
3 5 80
3 7 34
3 9 45
3 12 31
3 13 31
3 15 30
3 16 58
3 17 68
3 18 50
3 19 61
3 20 29
3 21 76
3 22 51
3 23 31
3 24 79
3 25 55
3 26 50
3 27 51
3 28 32
3 29 3
3 35 63
3 39 26
3 40 66
3 41 5
3 44 59
3 45 3
3 46 18
3 48 9
3 50 5
3 51 24
3 53 10
3 55 32
3 56 43
3 59 44
3 60 37
3 61 85
3 62 1
3 63 72
3 65 6
3 67 46
3 68 72
3 69 75
3 70 39
3 71 68
3 73 73
3 74 39
3 75 51
3 82 53
3 83 85
3 84 2
3 85 69
3 88 8
3 89 25
3 90 29
4 3 8
4 5 82
4 6 35
4 8 86
4 10 38
4 11 76
4 12 85
4 13 64
4 15 4
4 17 43
4 18 52
4 21 4
4 24 24
4 29 9
4 30 27
4 31 36
4 33 2
4 36 25
4 37 38
4 39 37
4 42 29
4 43 12
4 44 80
4 47 14
4 49 61
4 50 98
4 51 74
4 52 72
4 53 78
4 54 47
4 57 98
4 58 12
4 62 25
4 63 37
4 64 54
4 66 60
4 67 10
4 69 53
4 70 18
4 72 2
4 73 20
4 74 100
4 82 62
4 83 1
4 84 56
4 87 2
4 88 6
4 90 30
