63 2774
1 3 58
1 5 70
1 6 52
1 7 11
1 9 67
1 10 27
1 11 7
1 12 19
1 13 3
1 14 73
1 16 16
1 18 18
1 19 33
1 20 9
1 21 40
1 22 40
1 25 90
1 26 71
1 29 6
1 30 89
1 32 8
1 36 80
1 37 22
1 38 18
1 39 38
1 41 7
1 42 93
1 45 57
1 46 2
1 47 20
1 48 73
1 51 15
1 52 53
1 53 7
1 54 43
1 55 13
1 56 28
1 60 90
1 61 14
2 1 37
2 3 40
2 5 41
2 7 27
2 9 30
2 11 26
2 13 60
2 14 95
2 16 22
2 17 14
2 18 60
2 19 13
2 20 46
2 22 14
2 23 5
2 24 4
2 25 66
2 26 21
2 27 16
2 29 14
2 32 59
2 33 60
2 34 52
2 35 95
2 36 89
2 37 37
2 38 19
2 40 1
2 41 5
2 43 67
2 45 25
2 46 35
2 48 5
2 49 12
2 50 35
2 52 46
2 53 2
2 54 98
2 59 38
2 63 38
3 1 50
3 2 1
3 4 31
3 5 79
3 7 4
3 8 41
3 11 51
3 12 27
3 14 15
3 15 22
3 16 70
3 17 10
3 19 28
3 20 90
3 23 99
3 24 28
3 25 16
3 26 6
3 27 56
3 28 51
3 30 41
3 32 49
3 33 39
3 34 50
3 35 5
3 36 81
3 37 30
3 39 65
3 40 95
3 41 83
3 42 52
3 43 34
3 44 1
3 47 43
3 48 29
3 49 10
3 50 29
3 53 29
3 54 40
3 55 62
3 56 68
3 58 37
3 59 12
3 60 14
3 61 6
3 63 29
4 1 84
4 2 41
4 3 27
4 6 28
4 7 8
4 8 44
4 9 86
4 10 1
4 11 37
4 12 38
4 13 37
4 14 39
4 15 73
4 16 51
4 18 7
4 19 20
4 20 67
4 21 8
4 22 77
4 25 60
4 26 39
4 27 89
4 28 74
4 30 21
4 31 66
4 34 18
4 35 84
4 36 52
4 37 55
4 38 22
4 39 54
4 42 15
4 43 45
4 44 1
4 45 74
4 46 44
4 47 30
4 48 38
4 49 54
4 50 27
4 52 54
4 54 52
4 57 12
4 58 30
4 59 51
4 60 67
4 61 32
4 62 82
4 63 60
5 4 22
5 7 57
5 9 52
5 10 4
5 12 53
5 14 47
5 15 71
5 16 49
5 17 44
5 18 32
5 19 35
5 20 27
5 21 1
5 22 89
5 23 31
5 26 84
5 28 64
5 29 13
5 30 17
5 31 1
5 33 65
5 34 55
5 36 53
5 37 17
5 39 2
5 40 67
5 44 55
5 45 15
5 46 57
5 47 1
5 49 22
5 50 61
5 51 44
5 53 2
5 54 30
5 55 92
5 56 6
5 57 77
5 58 28
5 60 5
5 63 16
6 2 28
6 3 8
6 4 30
6 7 27
6 9 57
6 10 28
6 11 72
6 12 58
6 13 34
6 14 55
6 16 91
6 17 11
6 18 21
6 19 62
6 21 17
6 22 55
6 23 57
6 24 72
6 26 84
6 27 92
6 28 14
6 30 5
6 31 12
6 32 60
6 33 78
6 34 55
6 37 28
6 39 97
6 40 26
6 41 13
6 42 7
6 44 45
6 47 31
6 48 37
6 49 7
6 50 25
6 51 6
6 52 7
6 55 90
6 56 99
6 58 33
6 59 36
6 60 59
6 61 54
6 62 33
6 63 53
7 1 13
7 3 8
7 4 9
7 5 38
7 6 4
7 9 18
7 11 32
7 12 44
7 13 98
7 14 28
7 15 20
7 16 28
7 17 7
7 19 39
7 20 24
7 22 31
7 23 56
7 24 3
7 25 5
7 26 79
7 27 15
7 28 37
7 29 3
7 30 99
7 31 47
7 32 46
7 33 28
7 34 54
7 35 19
7 36 69
7 37 17
7 38 22
7 39 2
7 41 14
7 42 7
7 43 11
7 45 30
7 46 13
7 47 36
7 48 29
7 53 8
7 54 67
7 55 54
7 56 62
7 58 79
7 59 74
7 60 96
7 62 24
8 1 92
8 3 28
8 6 63
8 7 15
8 9 77
8 10 25
8 12 74
8 14 41
8 15 36
8 16 30
8 17 52
8 19 40
8 20 86
8 21 2
8 22 16
8 23 73
8 25 35
8 27 65
8 28 40
8 30 39
8 31 81
8 34 97
8 35 7
8 38 70
8 39 57
8 40 22
8 41 11
8 44 1
8 45 35
8 46 9
8 47 72
8 48 29
8 50 46
8 51 3
8 52 11
8 53 40
8 54 83
8 57 37
8 58 19
8 59 6
8 60 44
8 61 34
8 63 18
9 3 3
9 4 53
9 7 90
9 8 30
9 10 48
9 11 47
9 12 56
9 13 74
9 15 12
9 16 2
9 18 5
9 22 58
9 23 57
9 25 81
9 26 62
9 28 78
9 29 85
9 30 20
9 31 74
9 32 26
9 33 60
9 34 78
9 36 38
9 37 68
9 38 43
9 39 5
9 41 19
9 42 25
9 45 91
9 46 45
9 48 42
9 49 24
9 50 56
9 51 22
9 53 78
9 54 8
9 55 33
9 56 56
9 57 59
9 58 42
9 59 48
9 60 99
9 61 14
9 62 12
9 63 89
10 2 46
10 3 75
10 4 42
10 6 32
10 7 18
10 8 35
10 9 10
10 11 60
10 12 76
10 13 97
10 16 4
10 17 43
10 18 56
10 19 86
10 21 5
10 22 54
10 23 33
10 24 54
10 25 53
10 27 24
10 28 32
10 30 37
10 32 73
10 33 52
10 34 24
10 35 75
10 36 53
10 37 64
10 38 4
10 39 36
10 41 41
10 43 41
10 45 23
10 46 51
10 48 96
10 49 37
10 54 86
10 55 48
10 56 24
10 57 1
10 58 21
10 59 13
10 61 90
10 62 62
11 2 74
11 4 5
11 5 61
11 6 33
11 7 26
11 8 65
11 9 80
11 10 2
11 13 65
11 15 6
11 16 35
11 17 81
11 19 57
11 21 9
11 22 21
11 23 26
11 25 28
11 27 44
11 28 78
11 29 77
11 30 90
11 31 43
11 33 4
11 35 29
11 37 26
11 38 67
11 39 89
11 40 70
11 41 78
11 42 47
11 43 79
11 44 1
11 47 58
11 48 23
11 49 71
11 55 38
11 56 36
11 57 100
11 58 53
11 62 15
11 63 26
12 1 46
12 3 32
12 4 14
12 7 3
12 9 84
12 10 69
12 13 4
12 14 54
12 15 26
12 16 57
12 18 34
12 19 10
12 20 64
12 21 42
12 22 17
12 23 64
12 25 1
12 27 3
12 29 57
12 30 59
12 31 39
12 32 99
12 33 5
12 34 3
12 35 28
12 36 21
12 37 97
12 38 13
12 39 52
12 40 52
12 41 22
12 42 58
12 43 17
12 44 95
12 45 52
12 46 59
12 47 50
12 48 13
12 49 86
12 50 9
12 51 20
12 52 20
12 53 30
12 54 35
12 55 5
12 56 87
12 58 58
12 60 26
12 62 76
13 1 55
13 3 5
13 4 48
13 5 92
13 7 50
13 8 96
13 9 31
13 10 14
13 11 14
13 12 50
13 14 18
13 15 99
13 16 72
13 17 93
13 18 87
13 19 31
13 20 51
13 21 40
13 23 37
13 24 57
13 25 22
13 26 15
13 30 1
13 31 62
13 32 14
13 34 37
13 35 70
13 36 92
13 37 60
13 39 4
13 41 61
13 44 9
13 45 4
13 46 2
13 49 65
13 50 39
13 51 1
13 52 49
13 53 23
13 54 89
13 55 20
13 56 39
13 58 35
13 60 21
13 61 19
13 62 26
14 1 43
14 2 36
14 3 73
14 4 63
14 6 11
14 7 89
14 8 18
14 9 2
14 10 18
14 11 93
14 12 18
14 13 23
14 16 58
14 17 10
14 18 38
14 21 11
14 22 30
14 23 20
14 24 60
14 25 63
14 26 8
14 28 16
14 29 100
14 30 88
14 31 82
14 32 9
14 33 1
14 34 16
14 36 24
14 37 19
14 38 50
14 40 15
14 41 89
14 43 3
14 46 69
14 47 7
14 48 61
14 49 19
14 51 16
14 52 62
14 53 95
14 54 49
14 57 58
14 58 66
14 59 31
14 60 37
14 61 94
14 62 46
14 63 25
15 2 67
15 3 89
15 5 16
15 7 73
15 9 1
15 10 63
15 11 22
15 12 19
15 14 5
15 16 46
15 17 79
15 18 87
15 19 3
15 21 6
15 22 6
15 23 67
15 26 69
15 27 1
15 28 95
15 29 70
15 31 13
15 34 44
15 35 81
15 36 87
15 37 7
15 41 96
15 42 14
15 44 7
15 45 26
15 47 28
15 48 58
15 49 36
15 50 2
15 51 32
15 52 8
15 53 36
15 54 1
15 55 94
15 56 53
15 57 11
15 59 88
15 60 33
15 61 85
15 62 88
15 63 37
16 1 16
16 2 30
16 4 11
16 5 9
16 8 17
16 11 34
16 12 41
16 13 35
16 14 91
16 18 35
16 19 38
16 20 35
16 21 62
16 22 13
16 24 61
16 25 74
16 27 11
16 28 15
16 33 14
16 34 11
16 35 50
16 36 7
16 37 75
16 38 16
16 39 35
16 40 53
16 41 12
16 42 43
16 43 48
16 45 15
16 46 27
16 47 87
16 48 85
16 49 5
16 50 41
16 52 19
16 54 5
16 55 40
16 56 92
16 57 26
16 58 23
16 59 67
16 60 48
16 61 46
16 62 73
16 63 31
17 3 7
17 4 22
17 5 7
17 6 45
17 9 7
17 10 45
17 11 37
17 12 39
17 14 59
17 15 91
17 16 60
17 18 23
17 19 57
17 20 22
17 21 75
17 23 2
17 24 85
17 25 42
17 26 40
17 27 38
17 28 5
17 29 5
17 30 46
17 33 65
17 35 64
17 39 2
17 40 68
17 42 10
17 43 75
17 45 81
17 49 8
17 50 17
17 52 23
17 53 58
17 54 10
17 55 100
17 56 30
17 58 1
17 59 62
17 60 24
17 61 48
17 62 54
18 1 7
18 2 93
18 5 9
18 6 4
18 7 44
18 9 88
18 13 41
18 16 79
18 21 49
18 22 72
18 24 62
18 25 62
18 26 41
18 27 37
18 28 36
18 29 20
18 30 89
18 31 33
18 32 25
18 33 22
18 35 56
18 36 58
18 37 50
18 38 62
18 39 30
18 40 3
18 41 7
18 42 38
18 43 4
18 44 34
18 46 79
18 47 67
18 48 94
18 51 40
18 52 45
18 53 42
18 54 96
18 58 7
18 59 6
18 61 76
18 62 35
19 1 55
19 4 66
19 7 29
19 8 1
19 9 40
19 10 43
19 11 10
19 13 65
19 14 73
19 15 37
19 16 24
19 18 47
19 20 3
19 22 12
19 23 71
19 24 58
19 26 98
19 27 49
19 28 37
19 29 13
19 30 49
19 31 2
19 35 12
19 36 72
19 37 13
19 38 23
19 39 47
19 40 26
19 41 81
19 42 45
19 43 6
19 44 9
19 46 37
19 47 45
19 48 43
19 51 23
19 52 17
19 55 38
19 56 42
19 57 23
19 59 85
19 60 90
19 61 14
19 62 8
20 1 9
20 2 52
20 3 44
20 4 13
20 5 82
20 6 52
20 7 8
20 8 44
20 9 90
20 12 23
20 14 73
20 16 3
20 17 85
20 22 20
20 23 56
20 25 99
20 26 63
20 27 55
20 28 47
20 31 73
20 32 42
20 34 31
20 35 91
20 36 14
20 37 17
20 39 64
20 41 82
20 42 31
20 43 10
20 44 55
20 45 36
20 46 8
20 48 84
20 49 4
20 51 17
20 52 76
20 53 20
20 54 99
20 55 52
20 57 60
20 58 8
20 59 31
20 60 48
20 61 1
20 62 90
21 2 70
21 3 80
21 4 78
21 5 53
21 8 27
21 10 13
21 11 61
21 12 37
21 13 26
21 14 11
21 15 82
21 17 17
21 18 40
21 19 77
21 23 73
21 25 48
21 26 3
21 28 100
21 29 48
21 30 70
21 31 91
21 32 64
21 33 26
21 34 61
21 37 70
21 38 87
21 39 5
21 40 18
21 44 73
21 45 36
21 48 79
21 49 53
21 51 1
21 52 68
21 53 57
21 54 56
21 55 91
21 57 94
21 58 58
21 62 11
22 1 34
22 2 20
22 3 13
22 5 72
22 8 27
22 10 35
22 11 52
22 12 27
22 15 25
22 16 30
22 17 16
22 18 27
22 19 4
22 20 25
22 21 39
22 25 58
22 26 22
22 27 62
22 28 5
22 29 7
22 33 41
22 34 23
22 35 32
22 36 79
22 39 1
22 40 13
22 43 34
22 44 6
22 47 60
22 48 51
22 49 46
22 50 3
22 51 23
22 53 59
22 54 78
22 55 31
22 57 12
22 60 50
22 61 18
22 62 85
22 63 3
23 2 40
23 3 82
23 4 32
23 5 34
23 6 38
23 7 3
23 8 69
23 9 91
23 11 16
23 13 34
23 14 29
23 17 21
23 19 96
23 20 26
23 22 42
23 24 52
23 25 38
23 27 90
23 29 57
23 30 2
23 31 62
23 32 71
23 35 95
23 36 30
23 37 59
23 38 7
23 39 1
23 41 17
23 42 48
23 44 9
23 45 54
23 46 58
23 48 43
23 49 13
23 50 53
23 51 10
23 52 48
23 53 67
23 54 10
23 55 17
23 56 8
23 57 89
23 58 5
23 61 25
23 62 1
23 63 36
24 1 65
24 2 42
24 3 69
24 4 79
24 5 80
24 6 16
24 8 93
24 9 38
24 11 31
24 12 30
