117 6844
1 3 11
1 4 87
1 9 43
1 10 15
1 12 82
1 13 82
1 15 40
1 18 19
1 19 16
1 20 36
1 21 53
1 22 29
1 25 72
1 27 71
1 28 18
1 29 100
1 34 34
1 37 15
1 41 24
1 42 72
1 43 99
1 44 3
1 45 80
1 46 12
1 47 34
1 48 78
1 49 32
1 50 61
1 51 6
1 52 17
1 53 19
1 54 25
1 57 43
1 58 63
1 59 56
1 62 37
1 64 9
1 66 27
1 67 17
1 68 12
1 72 57
1 74 25
1 75 44
1 76 93
1 79 39
1 80 33
1 81 61
1 83 53
1 84 82
1 85 100
1 86 18
1 91 58
1 92 98
1 96 19
1 97 37
1 98 86
1 108 25
1 109 69
1 112 6
1 114 100
2 3 91
2 4 80
2 5 9
2 7 59
2 8 59
2 10 17
2 14 44
2 15 41
2 16 96
2 17 79
2 22 97
2 23 59
2 24 8
2 25 46
2 26 59
2 30 30
2 31 99
2 33 50
2 36 20
2 37 30
2 41 15
2 43 57
2 45 20
2 47 76
2 48 58
2 50 23
2 53 58
2 54 15
2 57 23
2 61 99
2 62 90
2 64 61
2 65 17
2 68 37
2 70 51
2 74 21
2 76 66
2 78 52
2 81 13
2 82 19
2 83 8
2 84 17
2 85 54
2 87 59
2 88 24
2 89 36
2 90 20
2 91 4
2 92 39
2 93 44
2 94 95
2 98 28
2 100 31
2 108 92
2 110 82
2 113 86
2 114 40
2 116 17
2 117 26
3 6 52
3 9 2
3 17 53
3 24 8
3 25 64
3 31 42
3 33 12
3 35 12
3 36 89
3 38 14
3 40 39
3 41 30
3 44 41
3 46 46
3 47 4
3 51 13
3 53 48
3 54 32
3 55 11
3 59 69
3 61 14
3 62 28
3 63 87
3 64 19
3 65 33
3 67 20
3 69 77
3 70 84
3 71 99
3 72 43
3 73 8
3 74 86
3 75 3
3 76 66
3 78 96
3 80 70
3 83 95
3 84 37
3 86 66
3 87 15
3 89 48
3 90 10
3 91 16
3 92 25
3 94 99
3 96 21
3 97 6
3 101 60
3 102 34
3 103 78
3 105 78
3 106 25
3 107 93
3 108 20
3 109 60
3 110 43
3 111 23
3 114 93
3 116 13
4 1 1
4 2 15
4 3 21
4 8 10
4 9 3
4 10 89
4 11 72
4 12 72
4 16 66
4 17 93
4 19 18
4 24 38
4 25 22
4 26 4
4 27 37
4 28 9
4 30 86
4 32 46
4 34 31
4 35 22
4 37 1
4 39 77
4 43 4
4 45 57
4 46 74
4 47 27
4 51 42
4 52 43
4 53 72
4 54 63
4 56 24
4 57 5
4 60 46
4 61 12
4 64 40
4 66 75
4 67 53
4 68 89
4 69 57
4 70 18
4 72 22
4 73 20
4 74 4
4 75 71
4 76 100
4 77 62
4 79 3
4 80 35
4 81 58
4 82 47
4 83 52
4 84 78
4 86 22
4 87 18
4 88 27
4 91 7
4 94 70
4 95 82
4 97 83
4 98 55
4 102 6
4 105 68
4 109 69
4 110 80
4 111 69
4 113 27
4 114 3
4 116 65
5 1 20
5 2 25
5 3 39
5 4 86
5 6 56
5 7 90
5 8 100
5 9 68
5 13 1
5 17 10
5 18 33
5 21 40
5 23 98
5 25 48
5 28 18
5 30 93
5 31 74
5 38 46
5 42 77
5 49 6
5 51 9
5 58 35
5 59 91
5 62 52
5 72 32
5 73 32
5 74 50
5 75 26
5 77 39
5 80 92
5 82 3
5 83 64
5 85 73
5 87 1
5 89 51
5 90 50
5 92 19
5 93 39
5 96 53
5 100 7
5 101 32
5 102 80
5 105 17
