126 7567
1 3 40
1 4 51
1 5 33
1 8 74
1 10 19
1 15 1
1 16 26
1 21 13
1 25 32
1 26 90
1 30 82
1 31 13
1 33 21
1 35 30
1 36 93
1 41 69
1 42 17
1 43 80
1 44 71
1 47 76
1 48 67
1 49 23
1 53 70
1 54 21
1 56 98
1 57 16
1 58 7
1 60 68
1 61 7
1 62 15
1 63 94
1 64 44
1 69 3
1 72 68
1 73 63
1 74 61
1 76 24
1 77 14
1 81 63
1 82 20
1 86 52
1 88 4
1 90 32
1 92 6
1 93 85
1 97 13
1 99 41
1 100 16
1 102 8
1 103 95
1 107 61
1 108 33
1 109 3
1 115 87
1 119 14
1 121 67
1 122 9
1 123 61
1 125 50
2 1 55
2 7 65
2 9 79
2 11 2
2 12 14
2 13 50
2 15 34
2 16 58
2 17 12
2 19 41
2 20 73
2 22 56
2 27 82
2 28 51
2 29 22
2 31 94
2 36 6
2 41 4
2 42 3
2 43 57
2 44 68
2 49 12
2 54 21
2 58 65
2 59 73
2 61 87
2 62 8
2 63 45
2 64 7
2 65 14
2 66 2
2 70 55
2 72 4
2 75 38
2 76 12
2 77 42
2 79 11
2 84 5
2 86 38
2 87 55
2 89 97
2 92 12
2 93 9
2 94 49
2 95 24
2 96 16
2 97 33
2 98 53
2 99 69
2 100 98
2 101 43
2 105 93
2 106 37
2 107 81
2 108 62
2 111 76
2 112 58
2 113 90
2 114 20
2 115 74
2 119 12
2 120 25
2 122 50
2 124 49
3 2 41
3 6 69
3 7 4
3 9 8
3 10 9
3 11 3
3 14 66
3 15 77
3 16 90
3 17 61
3 21 58
3 22 55
3 26 58
3 28 40
3 29 56
3 30 23
3 31 66
3 34 95
3 35 54
3 36 77
3 38 45
3 41 59
3 42 11
3 43 87
3 44 87
3 47 24
3 48 24
3 52 73
3 53 32
3 55 29
3 56 23
3 57 75
3 62 63
3 63 49
3 64 10
3 65 49
3 66 44
3 69 74
3 70 30
3 71 92
3 72 63
3 74 21
3 75 48
3 76 26
3 78 76
3 79 80
3 82 44
3 86 3
3 87 15
3 88 42
3 91 81
3 93 42
3 95 8
3 96 55
3 98 79
3 99 61
3 100 56
3 101 1
3 102 38
3 105 28
3 106 94
3 109 92
3 110 74
3 112 63
3 113 27
3 115 34
3 116 33
3 117 67
3 122 88
3 123 56
3 124 73
3 125 85
4 2 27
4 3 37
4 5 47
4 6 34
4 8 44
4 10 19
4 13 1
4 14 38
4 16 7
4 19 1
4 20 68
4 24 23
4 26 94
4 32 3
4 33 18
4 35 6
4 36 75
4 40 32
4 44 15
4 45 84
4 46 56
4 48 32
4 50 37
4 52 47
4 55 6
4 56 3
4 57 77
4 58 79
4 60 38
4 61 24
4 62 39
4 64 74
4 67 66
4 68 80
4 69 1
4 70 29
4 71 46
4 72 96
4 73 8
4 78 65
4 79 25
4 81 86
4 83 23
4 84 43
4 85 82
4 86 39
4 89 16
4 90 95
4 91 46
4 92 33
4 94 58
4 96 73
4 98 76
4 100 85
4 101 47
4 103 67
4 104 55
4 106 19
4 108 29
4 110 3
4 111 99
4 113 2
4 115 14
4 116 25
4 119 17
4 124 43
4 126 20
5 2 87
5 6 6
5 7 90
5 10 94
5 11 32
5 18 3
5 19 34
5 24 12
5 25 98
5 26 54
5 32 67
5 34 48
5 35 93
5 37 4
5 38 64
5 39 57
5 40 32
5 45 10
5 48 98
5 49 80
5 51 61
5 53 91
5 55 33
5 56 96
5 58 21
5 59 15
5 60 60
5 63 33
5 64 79
5 67 17
5 68 19
5 70 74
5 71 28
5 72 29
5 75 80
5 76 99
5 77 7
5 78 17
5 79 100
5 80 73
5 81 17
5 87 23
5 89 18
5 90 34
5 91 79
5 92 15
5 93 38
5 95 52
5 96 5
5 98 30
5 100 11
5 106 10
5 111 1
5 113 34
5 114 39
5 116 39
5 118 48
5 121 43
5 122 61
5 124 11
5 125 90
6 1 80
6 2 93
6 3 5
6 5 99
6 8 8
6 11 4
6 12 37
6 13 97
6 14 48
6 15 5
6 19 32
6 20 65
6 24 61
6 27 59
6 28 87
6 29 38
6 31 77
6 35 43
6 36 4
6 41 6
6 43 70
6 45 82
6 47 25
6 48 23
6 52 73
6 56 1
6 57 9
6 64 8
6 65 26
6 74 94
6 75 82
6 79 91
6 81 4
6 84 52
6 86 90
6 89 37
6 90 1
6 92 83
6 93 55
6 96 21
6 97 100
6 98 2
6 102 62
6 103 11
6 104 21
6 105 43
6 106 37
6 107 66
6 108 67
6 109 49
6 111 14
6 112 100
6 114 75
6 117 24
6 118 4
6 119 53
6 121 28
6 126 14
7 5 18
7 8 72
7 9 60
7 10 33
7 11 83
7 13 83
7 15 78
7 16 45
7 17 88
7 19 32
7 22 32
7 24 20
7 25 4
7 26 88
7 27 22
7 34 10
7 35 70
7 38 11
7 40 59
7 41 87
7 42 21
7 44 48
7 45 3
7 46 26
7 47 8
7 54 15
7 56 25
7 58 79
7 59 49
7 60 10
7 61 39
7 62 24
7 71 1
7 73 34
7 75 73
7 76 85
7 79 5
7 81 43
7 82 78
7 84 55
7 85 17
7 92 96
7 93 84
7 94 86
7 95 100
7 96 60
7 97 29
7 98 39
7 100 27
7 102 3
7 103 34
7 105 42
7 106 53
7 107 48
7 110 13
7 111 61
7 112 42
7 113 41
7 115 34
7 118 40
7 119 72
7 120 64
7 123 42
7 124 31
7 125 44
8 1 46
8 2 76
8 7 71
8 13 50
8 15 28
8 16 65
8 19 37
8 22 73
8 24 58
8 26 35
8 27 92
8 29 29
8 30 18
8 31 58
8 35 35
8 36 42
8 37 40
8 39 20
8 43 24
8 44 23
8 46 68
8 47 61
8 48 100
8 50 28
8 56 90
8 57 4
8 58 84
8 59 91
8 60 1
8 61 52
8 63 84
8 65 30
8 66 32
8 67 18
8 69 69
8 74 100
8 75 27
8 76 22
8 80 32
8 81 37
8 82 11
8 85 15
8 86 14
8 87 18
8 89 47
8 90 83
8 92 7
8 93 76
8 96 12
8 98 42
8 100 49
8 102 16
8 103 5
8 104 78
8 106 9
8 108 41
8 109 18
8 114 13
8 116 41
8 121 10
8 122 22
8 124 4
8 125 11
9 1 16
9 2 85
9 5 19
9 6 59
9 7 46
9 8 22
9 12 77
9 15 64
9 16 52
9 17 74
9 19 19
9 20 94
9 21 78
9 24 11
9 26 9
9 27 64
9 29 49
9 33 29
9 34 29
9 35 80
9 36 37
9 38 59
9 39 20
9 40 2
9 43 78
9 45 36
9 54 45
9 55 21
9 57 36
9 59 84
9 60 93
9 63 75
9 64 29
9 66 22
9 67 53
9 71 18
9 73 18
9 74 17
9 76 12
9 77 86
9 78 20
9 81 35
9 83 23
9 88 30
9 92 2
9 93 41
9 97 11
9 98 94
9 99 82
9 101 87
9 102 39
9 103 30
9 106 25
9 107 28
9 108 81
9 109 22
9 111 72
9 112 1
9 113 25
9 114 96
9 118 76
9 119 47
9 123 100
10 1 58
10 2 91
10 5 90
10 7 33
10 8 98
10 9 3
10 11 25
10 15 13
10 18 89
10 21 53
10 28 57
10 29 35
10 32 51
10 33 71
10 34 14
10 36 29
10 37 26
10 38 14
10 39 79
10 43 69
10 44 83
10 45 2
10 50 76
10 58 51
10 62 96
10 63 40
10 64 6
10 65 64
10 66 17
10 67 54
10 71 18
10 73 33
10 74 75
10 75 30
10 76 30
10 77 3
10 78 91
10 82 23
10 83 35
10 87 5
10 90 86
10 91 86
10 96 87
10 97 8
10 100 29
10 101 36
10 102 50
10 103 4
10 104 16
10 106 50
10 110 10
10 116 5
10 119 74
10 120 79
10 125 65
10 126 43
11 1 72
11 2 70
11 4 97
11 5 76
11 7 79
11 9 33
11 10 4
11 13 37
11 16 22
11 20 13
11 25 41
11 26 24
11 27 31
11 30 100
11 32 58
11 34 46
11 35 22
11 38 98
11 40 51
11 42 42
11 43 16
11 44 13
11 52 18
11 53 78
11 55 70
11 60 100
11 61 2
11 64 95
11 65 81
11 67 94
11 68 51
11 69 16
11 70 97
11 72 6
11 74 1
11 75 14
11 76 42
11 77 31
11 80 93
11 84 75
11 85 100
11 90 21
11 93 29
11 97 73
11 98 43
11 102 70
11 109 82
11 110 7
11 111 78
11 113 83
11 114 41
11 115 69
11 116 11
11 118 52
11 122 34
11 125 55
12 3 27
12 5 60
12 6 100
12 11 73
12 16 2
12 19 78
12 22 42
12 24 79
12 26 61
12 28 71
12 29 29
12 30 7
12 32 44
12 33 74
12 34 15
12 38 91
12 39 1
12 42 83
12 43 25
12 45 5
12 46 64
12 49 61
12 50 26
12 52 98
12 55 70
12 56 97
12 59 32
12 60 13
12 61 45
12 62 59
12 64 38
12 67 49
12 69 8
12 70 95
12 71 3
12 73 21
12 75 25
12 81 53
12 82 26
12 85 55
12 86 88
12 90 18
12 91 50
12 92 15
12 93 21
12 95 63
12 96 71
12 97 3
12 98 25
12 100 75
12 101 76
12 102 84
12 105 10
12 107 38
12 108 49
12 109 49
12 112 29
12 114 75
12 115 48
12 124 56
12 126 48
13 1 27
13 2 2
13 4 27
13 6 33
13 8 95
13 9 37
13 11 58
13 14 2
13 17 61
13 18 40
13 20 33
13 21 66
13 24 54
13 27 47
13 28 20
13 32 97
13 34 75
13 39 3
13 40 29
13 42 93
13 43 58
13 46 9
13 47 36
13 49 82
13 51 82
13 53 83
13 54 83
13 56 68
13 57 95
13 58 95
13 62 64
13 64 1
13 66 67
13 71 75
13 73 40
13 74 10
13 76 92
13 77 36
13 78 36
13 79 83
13 82 40
13 84 45
13 89 42
13 90 81
13 93 13
13 94 66
13 95 41
13 96 72
13 98 13
13 100 58
13 101 53
13 102 71
13 104 1
13 106 15
13 107 21
13 114 79
13 115 53
13 116 95
13 118 59
13 120 1
13 121 81
13 124 70
13 126 19
14 1 61
14 2 62
14 3 60
14 4 80
14 5 40
14 6 61
14 9 77
14 10 10
14 15 66
14 16 7
14 17 34
14 18 39
14 23 76
14 25 1
14 28 80
14 29 28
14 30 13
14 31 21
14 33 51
14 35 12
14 36 9
14 41 29
14 43 80
14 44 56
14 46 6
14 50 8
14 51 6
14 56 50
14 58 41
14 60 57
14 62 11
14 64 67
14 65 7
14 68 22
14 69 13
14 75 83
14 81 19
14 83 21
14 85 97
14 86 44
14 87 56
